PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1661_04,Europa,False,A/20/S,TRAPPIST-1e,37,False,0,2390,0,1306,,Branev Fringh,False
1662_01,Earth,False,F/314/S,PSO J318.5-22,20,False,127,0,0,542,0,Wenise Sterson,False
1663_01,Earth,True,G/268/P,PSO J318.5-22,36,False,0,0,0,0,0,Carita Villenson,True
1666_01,Europa,False,D/59/S,TRAPPIST-1e,38,False,158,787,2820,,86,Askedus Retefule,True
1668_01,Earth,False,F/316/S,TRAPPIST-1e,22,False,2,0,6,101,536,Millia Watsongley,False
1669_01,Mars,False,F/317/S,TRAPPIST-1e,31,False,2436,0,147,16,0,Flams Spane,False
1669_02,Mars,True,F/317/S,TRAPPIST-1e,0,False,0,0,0,0,0,Spuffs Spane,True
1669_03,Mars,False,F/317/S,55 Cancri e,21,False,1481,0,881,0,0,Pokix Perte,False
1670_01,Earth,False,G/269/P,TRAPPIST-1e,49,False,0,67,213,2,1442,Aleen Sancasey,False
1670_02,Earth,True,G/269/P,TRAPPIST-1e,44,False,0,0,0,0,0,Jordy Sancasey,False
1671_01,Europa,False,B/73/S,55 Cancri e,,False,0,859,0,6704,64,Muonan Mosteraked,False
1672_01,Earth,False,F/318/S,TRAPPIST-1e,29,False,7,0,0,797,0,Elicia Solivers,False
1673_01,Earth,False,F/330/P,55 Cancri e,16,False,876,0,5,1,16,Benny Perrerojass,False
1674_01,Earth,True,G/260/S,PSO J318.5-22,20,False,0,0,0,0,0,,False
1676_01,Earth,True,G/270/P,TRAPPIST-1e,26,False,0,0,0,0,0,Pennie Staffersby,False
1677_01,Earth,False,E/103/P,TRAPPIST-1e,19,False,5,87,0,0,,Warry Robins,False
1681_01,Earth,False,G/261/S,TRAPPIST-1e,34,False,1,89,0,793,0,Tonia Englence,False
1682_01,Mars,True,F/331/P,TRAPPIST-1e,38,False,0,0,0,0,0,Miten Watte,True
1685_01,Earth,False,,55 Cancri e,51,False,0,260,91,0,264,Sanda Dillestron,False
1685_02,Earth,False,G/272/P,55 Cancri e,7,False,0,0,0,0,0,Vana Dillestron,False
1685_03,Earth,True,G/272/P,TRAPPIST-1e,3,False,0,0,0,0,0,Camina Dillestron,True
1687_01,Mars,False,F/334/P,TRAPPIST-1e,26,True,714,450,208,0,44,Bases Batte,False
1688_01,Earth,False,E/124/S,TRAPPIST-1e,27,False,233,554,0,0,0,Tyle Webstenson,False
1688_02,Earth,True,,TRAPPIST-1e,7,False,,0,0,0,0,Claura Webstenson,False
1688_03,Earth,True,G/262/S,TRAPPIST-1e,19,False,,0,0,0,0,Line Webstenson,True
1690_01,Earth,False,F/335/P,TRAPPIST-1e,28,False,0,26,88,5,754,Heryle Paulllegory,False
1691_01,Mars,False,F/321/S,TRAPPIST-1e,27,False,3482,1234,1155,0,0,Sesh Giba,False
1694_01,Earth,True,G/263/S,PSO J318.5-22,31,False,0,,0,0,0,Iria Chavezalez,True
1695_01,Earth,False,G/264/S,TRAPPIST-1e,26,False,324,0,201,2,256,Fredy Moraleney,False
1696_01,Europa,False,B/55/P,TRAPPIST-1e,43,False,0,760,17,15331,427,Alam Iderinelay,False
1697_01,Earth,False,G/274/P,TRAPPIST-1e,23,,0,13,0,773,0,Hollie Blainson,False
1698_01,,True,E/125/S,PSO J318.5-22,14,False,0,0,0,0,0,Cakes Make,True
1699_01,Earth,False,F/336/P,55 Cancri e,47,False,0,574,0,0,68,Sall Barkeretton,True
1700_01,Europa,True,B/74/S,TRAPPIST-1e,17,False,0,0,0,0,0,Zavior Waring,True
1700_02,Europa,False,B/74/S,TRAPPIST-1e,64,False,0,4,0,6200,622,Solaron Waring,False
1704_01,Mars,False,D/60/S,TRAPPIST-1e,13,False,1112,0,687,0,3,Tors Breke,False
1704_02,Mars,False,D/60/S,55 Cancri e,18,False,86,1164,516,0,0,Allota Fincy,True
1705_01,Mars,False,E/126/S,TRAPPIST-1e,29,True,0,0,0,0,0,Barave Chake,False
1708_01,Earth,False,F/338/P,PSO J318.5-22,70,False,0,3,1,2,1290,Lavey Hopez,False
1709_01,Mars,False,F/326/S,TRAPPIST-1e,23,False,31,0,1247,0,47,Jurbet Minen,False
1709_02,Mars,False,D/61/S,TRAPPIST-1e,23,False,2210,0,89,0,0,Bet Minen,True
1709_03,Mars,False,,TRAPPIST-1e,35,False,1313,0,24,0,1,Bleark Minen,False
1709_04,Mars,False,E/127/S,TRAPPIST-1e,17,False,1744,0,136,8,8,Donut Minen,False
1709_05,Mars,True,F/326/S,TRAPPIST-1e,26,False,0,0,0,0,0,Fams Minen,True
1709_06,Mars,False,D/61/S,TRAPPIST-1e,15,False,1554,0,646,20,1241,Tyog Minen,False
1709_07,Mars,False,F/326/S,TRAPPIST-1e,19,False,285,54,1246,102,0,Cocowl Minen,False
1710_01,Earth,True,G/276/P,PSO J318.5-22,20,False,0,0,0,0,0,Andrey Mcgowaymond,True
1711_01,Earth,,F/327/S,TRAPPIST-1e,51,False,437,244,908,825,0,,False
1712_01,Mars,,F/339/P,TRAPPIST-1e,17,False,139,0,959,21,0,,False
1712_02,Mars,False,F/339/P,TRAPPIST-1e,27,False,103,1,49,2421,24,Cinets Pamca,False
1713_01,Earth,False,G/277/P,TRAPPIST-1e,43,False,84,726,2,0,0,Calvia Dyers,False
1714_01,Earth,False,G/265/S,TRAPPIST-1e,5,False,0,0,0,0,0,Lorian Parsoney,False
1715_01,Earth,True,G/266/S,TRAPPIST-1e,17,False,0,0,0,0,0,Camily Mirandry,False
1717_01,Earth,False,E/105/P,TRAPPIST-1e,40,False,813,0,473,236,0,Alicey Franankson,True
1717_02,Earth,False,E/105/P,TRAPPIST-1e,38,False,4,0,0,0,1679,Yola Fielsenders,False
1718_01,Earth,True,,TRAPPIST-1e,20,False,0,0,0,0,0,Elindy Reyervaney,True
1719_01,Earth,True,G/278/P,TRAPPIST-1e,13,False,0,0,,0,0,Kerryn Savaraldez,False
1721_01,Earth,False,F/341/P,TRAPPIST-1e,15,False,320,36,5,0,640,Frandy Alest,False
1723_01,Earth,False,E/128/S,TRAPPIST-1e,15,,852,0,0,135,0,Ivaney Holcompson,False
1724_01,Europa,False,A/21/S,55 Cancri e,59,False,8,1563,0,73,31,Hekark Diateous,True
1725_01,Earth,False,F/328/S,TRAPPIST-1e,24,False,0,201,0,0,603,Breney Wheelez,False
1727_01,Mars,True,F/342/P,,,False,0,0,0,0,0,Gibil Barte,True
1727_02,Mars,False,D/54/P,55 Cancri e,52,False,1279,0,1061,359,0,Emoles Barte,False
1728_01,Earth,False,G/280/P,TRAPPIST-1e,38,False,553,0,0,87,243,Elle Bakerson,False
1729_01,Earth,False,F/343/P,TRAPPIST-1e,26,False,21,0,499,568,0,Billya Merce,True
1730_01,Earth,False,E/106/P,55 Cancri e,17,False,68,0,0,0,795,Elson Curton,True
1731_01,Earth,True,G/281/P,PSO J318.5-22,17,False,0,0,0,0,0,Alfrey Santry,True
1731_02,Earth,False,G/281/P,55 Cancri e,20,False,1,808,0,0,0,Lestie Santry,True
1733_01,Earth,False,F/344/P,TRAPPIST-1e,15,False,1336,108,0,0,0,Stevey Chanan,False
1734_01,Earth,True,G/283/P,TRAPPIST-1e,30,False,0,0,0,0,0,Guadae Patrichane,True
1736_01,Earth,True,G/284/P,PSO J318.5-22,22,False,0,0,0,0,0,Therry Blancoy,False
1738_01,Earth,False,E/129/S,TRAPPIST-1e,18,False,0,0,19,467,,Rosey Sawyerson,False
1738_02,Earth,True,G/268/S,55 Cancri e,22,False,0,0,0,0,0,Wenny Sawyerson,True
1739_01,Earth,True,G/269/S,PSO J318.5-22,20,False,0,0,0,0,0,Wine Jarvey,True
1740_01,Earth,False,G/270/S,TRAPPIST-1e,22,False,762,13,10,0,0,Eillis Torrez,False
1742_01,Mars,False,D/55/P,PSO J318.5-22,34,True,49,478,387,0,0,Anack Trad,False
1745_01,Europa,False,E/130/S,TRAPPIST-1e,28,False,0,1310,0,221,6064,,False
1746_01,Mars,True,F/331/S,TRAPPIST-1e,50,False,0,0,0,0,0,Clers Bache,True
1747_01,Earth,False,G/271/S,55 Cancri e,19,False,0,0,496,13,0,Line Santantines,True
1748_01,Earth,False,G/287/P,TRAPPIST-1e,21,False,0,0,0,2,807,Jeresa Burchrison,False
1748_02,Earth,False,G/287/P,TRAPPIST-1e,0,False,0,0,0,0,0,Erice Burchrison,False
1748_03,Earth,False,G/287/P,TRAPPIST-1e,4,False,0,0,0,0,0,Keithy Burchrison,True
1749_01,Earth,True,G/288/P,PSO J318.5-22,59,False,0,0,0,0,0,Monald Coley,False
1752_01,Earth,False,F/333/S,55 Cancri e,15,False,1006,1,0,0,308,Dell Chavezalez,True
1753_01,Earth,True,G/272/S,TRAPPIST-1e,24,False,0,0,0,0,0,Amela Moodson,True
1755_01,Earth,True,G/273/S,TRAPPIST-1e,26,False,0,0,0,0,0,Leneva Mulley,False
1757_01,Earth,False,F/334/S,TRAPPIST-1e,67,False,26,809,0,39,26,Juline Bradamss,False
1758_01,Earth,False,G/274/S,TRAPPIST-1e,55,False,587,0,0,318,3,Maril Fielsenders,False
1760_01,Earth,False,F/336/S,TRAPPIST-1e,50,False,742,21,10,26,4,Elicey Cardsay,False
1761_01,Earth,False,F/347/P,55 Cancri e,23,False,145,490,17,49,1,Ine Sweekstarks,False
1762_01,Earth,False,E/132/S,PSO J318.5-22,21,False,2400,7,0,20,0,Sylvin Casez,True
1762_02,Earth,False,G/275/S,,15,False,104,,0,174,253,Thery Casez,False
1763_01,Europa,False,E/133/S,TRAPPIST-1e,41,False,0,3240,0,59,0,Diskeon Stering,True
1764_01,Mars,True,F/337/S,TRAPPIST-1e,59,False,0,0,0,0,0,Gies Laai,True
1764_02,Mars,False,E/134/S,TRAPPIST-1e,18,False,0,0,0,0,0,Cin Laai,False
1766_01,Earth,False,F/338/S,55 Cancri e,21,False,112,0,0,0,1333,Ronne Adavisons,False
1767_01,Europa,True,C/65/S,55 Cancri e,14,False,0,0,0,0,0,Hekaron Gleroling,True
1767_02,Europa,False,C/65/S,TRAPPIST-1e,50,False,3677,782,0,6,1168,Decruxa Stewder,True
1767_03,Europa,False,C/65/S,TRAPPIST-1e,32,False,2973,3368,124,57,42,Coxatik Gleroling,True
1767_04,Europa,True,C/65/S,TRAPPIST-1e,46,False,0,0,0,0,0,Coxah Gleroling,True
1768_01,Earth,False,G/276/S,TRAPPIST-1e,,False,0,24,0,732,0,Artis Beckeey,False
1769_01,Mars,True,F/339/S,TRAPPIST-1e,58,False,0,0,0,0,0,Choney Sinda,True
1770_01,Europa,True,B/75/S,55 Cancri e,15,False,0,0,0,0,0,Tauxon Wincer,True
1771_01,Earth,False,G/291/P,TRAPPIST-1e,35,False,0,338,436,,0,Antone Cardner,True
1772_01,Mars,False,F/348/P,TRAPPIST-1e,30,False,1220,0,49,39,0,Cheats Butty,False
1774_01,Mars,True,E/135/S,TRAPPIST-1e,30,False,0,0,0,0,0,Anakes Canie,True
1775_01,Earth,False,G/277/S,TRAPPIST-1e,43,False,0,0,870,0,14,Murie Mejiaddox,True
1776_01,Earth,False,G/278/S,TRAPPIST-1e,21,False,0,0,809,0,0,Lynnon Wolffy,False
1778_01,Earth,True,G/279/S,PSO J318.5-22,15,False,0,0,0,0,0,Stanya Adkinson,False
1779_01,Earth,False,F/349/P,55 Cancri e,37,False,164,603,0,0,11,Evan Hermanapp,True
1781_01,Europa,False,C/66/S,55 Cancri e,28,False,0,11026,0,0,12,Alballa Brailidy,True
1782_01,Earth,True,,TRAPPIST-1e,28,False,0,0,0,0,0,Stald Moodson,False
1782_02,Earth,False,F/341/S,TRAPPIST-1e,40,,596,,135,73,0,Carold Moodson,False
1783_01,Earth,False,G/281/S,55 Cancri e,42,False,28,0,0,0,591,Carma Garnettiz,False
1783_02,Earth,True,G/281/S,PSO J318.5-22,21,False,0,0,0,,0,Francy Garnettiz,False
1785_01,Mars,True,E/107/P,55 Cancri e,31,False,0,0,0,,0,Miten Kniva,False
1786_01,Earth,False,F/342/S,TRAPPIST-1e,51,False,28,94,0,34,638,Violey Jacostaney,False
1792_01,Mars,False,F/352/P,TRAPPIST-1e,73,False,27,2,71,1208,0,Duckes Brazo,False
1796_01,Europa,True,C/67/S,TRAPPIST-1e,26,,0,0,0,0,0,Alcyon Hariourcal,True
1797_01,Europa,True,B/57/P,55 Cancri e,33,False,0,0,0,0,0,Dhenar Blanspe,True
1798_01,Earth,False,E/137/S,TRAPPIST-1e,39,False,1,275,33,376,105,Bel Mcfarley,False
1799_01,Earth,False,G/295/P,TRAPPIST-1e,19,,5,639,0,84,180,Shalle Leonaldez,False
1800_01,Earth,False,G/283/S,55 Cancri e,12,False,0,0,0,0,0,Jarena Goffey,True
1800_02,Earth,True,G/283/S,55 Cancri e,10,False,0,0,0,0,0,Nelle Goffey,False
1800_03,Earth,True,G/283/S,TRAPPIST-1e,0,False,0,0,0,0,0,Vick Goffey,False
1800_04,Earth,False,G/283/S,TRAPPIST-1e,0,False,0,0,0,0,0,Annah Morsentley,True
1800_05,Earth,True,G/283/S,TRAPPIST-1e,1,False,0,0,0,0,0,Wandy Goffey,True
1802_01,Earth,False,E/109/P,TRAPPIST-1e,33,False,0,0,2,787,1,Alley Brantuarez,False
1803_01,Earth,False,F/354/P,55 Cancri e,23,False,0,169,0,553,0,Nelsie Puckley,False
1804_01,Mars,True,F/355/P,TRAPPIST-1e,5,False,0,0,0,0,0,Minies Curle,True
1805_01,Earth,True,G/284/S,TRAPPIST-1e,24,False,0,0,0,0,0,Doryn Bradlerson,True
1806_01,Mars,False,E/138/S,TRAPPIST-1e,26,False,0,0,0,0,0,Goos Hotte,False
1807_01,Europa,False,B/58/P,55 Cancri e,30,False,0,3722,4,140,4045,Ainor Ingetrody,False
1808_01,Earth,False,F/346/S,TRAPPIST-1e,33,False,0,763,8,2,30,Rician Pollarkeeks,False
1810_01,Mars,False,F/356/P,TRAPPIST-1e,56,False,4694,0,2661,51,0,Whee Ruité,False
1811_01,Earth,True,G/285/S,PSO J318.5-22,25,False,0,0,0,0,0,Gerry Georgasey,True
1811_02,Earth,False,F/347/S,TRAPPIST-1e,,,928,20,0,0,0,Gerek Georgasey,False
1812_01,,False,F/357/P,TRAPPIST-1e,25,False,9,852,73,12,57,Agnesa Hickson,True
1813_01,Earth,False,F/358/P,55 Cancri e,18,False,0,0,454,0,263,Allara Cainghannon,False
1816_01,Europa,False,C/68/S,TRAPPIST-1e,60,True,1891,640,0,360,52,Naosura Dicomeng,True
1816_02,Europa,False,C/68/S,TRAPPIST-1e,41,False,0,2334,1,6,23,Shail Tertchty,True
1817_01,Earth,False,F/349/S,PSO J318.5-22,16,False,112,0,38,77,443,Marky Lanks,False
1818_01,Earth,True,G/297/P,TRAPPIST-1e,17,False,0,0,0,0,0,Felia Portananney,True
1821_01,Earth,False,G/298/P,TRAPPIST-1e,26,False,,4,361,0,19,Ronna Cohendright,False
1822_01,Earth,False,G/299/P,TRAPPIST-1e,31,False,2,811,0,0,0,Charly Mirez,True
1823_01,,False,,TRAPPIST-1e,67,False,143,68,496,182,9,Loree Byerson,True
1826_01,Earth,False,F/351/S,55 Cancri e,16,False,,231,569,2,0,Mollen Lewintos,False
1827_01,Earth,False,F/352/S,55 Cancri e,24,False,0,94,1,56,427,Chrisa Norrison,False
1828_01,Earth,False,F/361/P,,19,False,0,1333,3,624,254,Thelix Hultz,True
1829_01,Europa,False,D/56/P,55 Cancri e,48,False,0,3578,80,123,,,True
1829_02,Europa,False,D/56/P,TRAPPIST-1e,30,False,1,6398,0,2,295,Propsh Clumshangs,True
1829_03,Europa,False,D/56/P,TRAPPIST-1e,22,False,0,8882,21,2204,19,Luxion Clumshangs,True
1829_04,Europa,False,D/56/P,TRAPPIST-1e,28,True,0,4424,3,207,1572,Hadiram Gloother,True
1829_05,Europa,True,D/56/P,55 Cancri e,23,False,0,0,0,0,0,Atrinon Persed,True
1829_06,Europa,False,D/56/P,TRAPPIST-1e,29,False,0,699,0,0,1955,Ankark Persed,False
1831_01,Earth,True,G/288/S,TRAPPIST-1e,22,False,0,0,0,0,,Almary Gordanieves,False
1833_01,Europa,False,C/61/P,55 Cancri e,48,False,140,127,0,4102,521,Mirark Scoudelle,False
1834_01,Mars,False,F/354/S,,26,False,17,0,1582,0,0,,True
1836_01,Earth,False,F/362/P,TRAPPIST-1e,23,False,1639,1218,0,1,0,Ronne Meleon,True
1841_01,Earth,False,F/365/P,TRAPPIST-1e,55,False,1104,0,0,0,0,Ivaney Flynney,False
1843_01,Europa,False,E/112/P,TRAPPIST-1e,46,False,2249,153,137,,194,Saxinon Unaasor,False
1844_01,Earth,False,F/355/S,PSO J318.5-22,38,False,0,0,0,0,1381,Andan Stannondez,False
1844_02,Earth,True,G/289/S,TRAPPIST-1e,2,False,0,0,0,0,0,Garley Stannondez,True
1844_03,Earth,True,G/289/S,TRAPPIST-1e,3,False,0,0,0,0,0,Winia Stannondez,True
1846_01,Earth,False,F/366/P,TRAPPIST-1e,20,False,0,0,0,788,16,Elicia Mejiamsey,False
1847_01,Earth,False,G/290/S,TRAPPIST-1e,65,False,5,317,,0,123,Jaimez Tuckers,False
1848_01,Earth,False,G/291/S,TRAPPIST-1e,,False,181,0,2,0,663,Hellia Gilleranks,False
1849_01,Earth,False,F/367/P,TRAPPIST-1e,25,False,113,0,0,1282,0,Antone Sellentry,False
1850_01,Earth,False,F/356/S,PSO J318.5-22,54,False,0,316,257,0,0,Troya Schwardson,False
1850_02,Earth,False,F/356/S,55 Cancri e,25,False,0,0,1,735,25,Leene Schwardson,False
1853_01,Earth,True,G/302/P,TRAPPIST-1e,14,False,0,0,0,0,0,Annez Webstenson,True
1854_01,Europa,False,A/22/S,55 Cancri e,53,False,0,13527,0,0,771,Gorab Unprive,True
1855_01,Earth,True,G/303/P,TRAPPIST-1e,0,False,0,0,0,0,0,Ellena Jenson,True
1855_02,Earth,False,E/113/P,TRAPPIST-1e,39,False,0,43,864,0,85,Mabela Jenson,False
1856_01,Earth,False,F/368/P,TRAPPIST-1e,22,False,8,710,0,27,0,Adriet Combson,True
1857_01,Mars,False,D/63/S,55 Cancri e,31,False,120,0,657,52,0,Pios Emone,False
1859_01,Mars,True,F/357/S,,24,False,0,0,0,0,0,Slix Seen,True
1860_01,Europa,False,A/13/P,TRAPPIST-1e,35,True,0,1,0,0,3156,Caiah Headfair,False
1860_02,Europa,False,A/13/P,55 Cancri e,35,False,95,3441,0,391,318,Krazet Headfair,False
1861_01,Mars,True,F/358/S,TRAPPIST-1e,32,False,0,0,0,0,0,Choney Clake,True
1861_02,Mars,False,F/358/S,TRAPPIST-1e,61,False,953,415,974,0,133,Apix Clake,False
1863_01,Earth,False,F/370/P,55 Cancri e,58,False,14,0,1081,0,0,Bony Handertiz,True
1864_01,Mars,False,D/64/S,TRAPPIST-1e,26,False,1752,22,0,4,,Hone Erflé,False
1865_01,Earth,True,G/292/S,TRAPPIST-1e,4,,0,0,0,0,0,Elanda Roses,False
1865_02,Earth,False,G/292/S,TRAPPIST-1e,1,False,0,0,0,0,0,Dandra Roses,False
1865_03,Earth,False,G/292/S,TRAPPIST-1e,8,False,0,0,0,0,0,Idary Owery,True
1865_04,Earth,False,G/292/S,TRAPPIST-1e,7,False,0,0,0,0,,,False
1865_05,Earth,,G/292/S,TRAPPIST-1e,25,False,0,60,0,646,1115,Terly Roses,False
1865_06,,False,G/292/S,TRAPPIST-1e,6,False,0,0,0,0,0,Racyle Roses,False
1866_01,Earth,False,F/371/P,TRAPPIST-1e,29,False,0,0,0,0,865,Billey Wolffy,False
1868_01,Mars,True,F/372/P,TRAPPIST-1e,64,False,0,0,0,0,0,Sug Fincy,True
1871_01,Europa,False,C/70/S,TRAPPIST-1e,31,,0,1983,0,172,52,Aston Spedlybood,True
1872_01,Mars,True,E/139/S,TRAPPIST-1e,25,False,0,0,0,0,0,Stote Wala,False
1873_01,Earth,True,G/293/S,TRAPPIST-1e,30,False,0,,0,0,0,Shalle Barrison,True
1874_01,Earth,True,G/305/P,TRAPPIST-1e,0,False,0,0,0,0,0,Armene Woodgezalez,False
1874_02,Earth,,F/374/P,PSO J318.5-22,29,False,0,0,0,486,1479,Vanley Woodgezalez,False
1877_01,Earth,False,G/306/P,TRAPPIST-1e,37,False,28,25,26,806,3,Raque Ellahan,False
1878_01,Earth,False,F/375/P,TRAPPIST-1e,49,False,0,0,0,724,0,Fanna Chenson,False
1879_01,Europa,False,D/58/P,TRAPPIST-1e,36,False,0,583,1789,19,1009,Alhair Inderly,False
1880_01,Earth,False,F/376/P,55 Cancri e,20,False,470,128,0,0,9,Valey Clean,False
1881_01,Earth,False,F/377/P,TRAPPIST-1e,20,False,2215,0,0,86,0,Samie Valey,True
1882_01,Europa,,C/71/S,55 Cancri e,18,False,0,16263,72,0,15,Magnon Antcal,True
1882_02,Europa,True,,55 Cancri e,17,False,0,0,0,0,0,Phonons Antcal,True
1884_01,Mars,True,E/140/S,TRAPPIST-1e,48,False,0,0,0,0,0,Whers Meake,False
1886_01,Earth,False,E/141/S,TRAPPIST-1e,26,False,0,3,176,611,0,Briane Morrows,False
1887_01,Earth,False,G/295/S,TRAPPIST-1e,35,False,0,88,718,46,0,Wilmay Pooley,False
1888_01,Earth,False,F/361/S,TRAPPIST-1e,30,False,116,0,0,728,29,Benda Barrelliver,True
1889_01,Earth,False,F/378/P,TRAPPIST-1e,22,False,0,0,22,0,702,Vandy Hewson,False
1889_02,Earth,True,G/307/P,TRAPPIST-1e,5,False,0,0,0,0,0,Lerome Hewson,False
1890_01,Earth,True,G/308/P,55 Cancri e,43,False,0,0,0,0,0,Beathy Englence,False
1891_01,Mars,True,E/142/S,TRAPPIST-1e,52,False,0,0,0,0,0,,False
1892_01,Europa,False,D/59/P,TRAPPIST-1e,50,False,5,809,0,309,731,Coxark Couseced,True
1892_02,Europa,False,,TRAPPIST-1e,29,False,4,841,0,363,1107,Ashira Stpingepid,True
1892_03,Europa,False,D/59/P,55 Cancri e,19,False,0,748,158,5037,44,Schird Stpingepid,False
1897_01,Europa,False,C/72/S,55 Cancri e,39,False,0,10153,1,78,5063,Zaurion Gocent,True
1897_02,Europa,False,C/72/S,TRAPPIST-1e,38,False,0,354,0,1806,0,Arino Gocent,True
1898_01,Earth,True,G/296/S,55 Cancri e,21,False,,0,0,0,0,Walles Fishopper,False
1899_01,Earth,False,G/297/S,PSO J318.5-22,25,False,11,44,397,0,0,Sylvin Curton,False
1901_01,Europa,True,A/14/P,55 Cancri e,42,False,0,0,0,0,0,Castork Tractive,True
1901_02,Europa,True,A/14/P,55 Cancri e,36,False,0,0,0,0,0,Neshath Tractive,True
1902_01,Earth,False,G/298/S,TRAPPIST-1e,19,False,42,0,345,1431,0,Benny Carvis,False
1903_01,Earth,True,G/309/P,TRAPPIST-1e,42,False,0,0,0,0,0,Brina Loway,False
1905_01,Earth,False,F/364/S,55 Cancri e,40,False,1465,39,0,0,1225,Kimena Torrez,False
1906_01,Earth,True,G/299/S,TRAPPIST-1e,14,False,0,0,0,0,0,Claura Booneid,False
1907_01,Europa,False,D/60/P,TRAPPIST-1e,50,False,,1810,0,126,247,Axionif Neceriont,False
1908_01,Mars,False,E/115/P,TRAPPIST-1e,18,False,1218,0,34,1095,0,Herms Chcak,False
1911_01,Earth,False,G/300/S,TRAPPIST-1e,46,False,8,652,0,5,90,Dia Cartez,False
1915_01,Earth,False,E/116/P,TRAPPIST-1e,,False,0,51,0,37,704,Letta Hurchez,False
1916_01,Europa,True,D/61/P,TRAPPIST-1e,15,False,0,0,0,0,0,Cheddin Castery,True
1916_02,Europa,False,D/61/P,55 Cancri e,22,False,1744,79,0,12,1514,,False
1918_01,Europa,True,A/23/S,TRAPPIST-1e,0,False,0,0,0,0,0,Nesham Assibler,False
1918_02,Europa,True,A/23/S,TRAPPIST-1e,52,False,0,0,0,0,0,Sheleb Assibler,True
1918_03,Europa,False,A/23/S,TRAPPIST-1e,38,False,34,2043,0,1339,0,Hallux Assibler,True
1920_01,Mars,False,E/117/P,TRAPPIST-1e,46,False,731,0,288,0,2,Burbix Horte,False
1922_01,Earth,True,G/303/S,55 Cancri e,23,False,0,0,0,0,0,Tonald Hickson,False
1923_01,Europa,False,C/65/P,TRAPPIST-1e,63,False,0,4286,18,4,872,Wasaleh Dister,True
1923_02,Europa,True,C/65/P,55 Cancri e,24,False,0,0,0,0,0,Ranan Dister,True
1925_01,Earth,True,G/304/S,TRAPPIST-1e,50,False,0,0,0,0,0,Olgary Matts,False
1926_01,,True,G/305/S,TRAPPIST-1e,20,False,0,0,0,0,0,Billey Conney,False
1927_01,Mars,False,D/66/S,TRAPPIST-1e,55,False,2424,0,1,0,284,Trohs Hapie,False
1928_01,Earth,False,E/144/S,PSO J318.5-22,21,False,0,0,107,166,388,Leence Anthon,True
1931_01,Europa,True,C/73/S,55 Cancri e,56,False,0,0,0,0,0,Kumark Dressink,True
1933_01,Earth,False,E/118/P,TRAPPIST-1e,45,False,10,0,0,,0,Timyra Hammons,True
1935_01,Earth,True,G/307/S,55 Cancri e,18,False,0,0,0,0,0,Sharie Gallenry,False
1937_01,Earth,False,F/368/S,TRAPPIST-1e,47,False,7,877,17,0,0,Therly Knoxtones,False
1938_01,Earth,False,F/369/S,TRAPPIST-1e,36,False,0,0,1508,110,117,Gretty Charpelaney,True
1939_01,Mars,False,F/385/P,TRAPPIST-1e,57,True,975,0,295,39,0,Wacks Burta,False
1939_02,Mars,False,D/62/P,TRAPPIST-1e,13,False,3037,10,43,0,0,Sex Burta,False
1940_01,Mars,False,F/386/P,TRAPPIST-1e,27,False,120,0,1476,3,0,Wins Bate,False
1941_01,Earth,False,F/370/S,TRAPPIST-1e,20,False,717,0,0,0,0,Man Hendrewsons,False
1942_01,Earth,False,G/312/P,TRAPPIST-1e,47,False,0,444,328,56,,Gerly Gaineyerson,False
1945_01,Earth,False,E/120/P,TRAPPIST-1e,15,False,0,0,787,0,0,Ambert Guezaley,False
1946_01,Earth,False,G/313/P,TRAPPIST-1e,34,False,0,0,53,731,0,Rayley Castannison,False
1947_01,Earth,False,F/372/S,TRAPPIST-1e,21,False,942,0,0,0,7,Lorian Vandan,False
1950_01,Earth,False,F/374/S,TRAPPIST-1e,51,False,0,0,0,101,1357,Tonyn Welles,False
1952_01,Earth,False,E/121/P,TRAPPIST-1e,23,False,382,0,398,8,0,,False
1953_01,Earth,False,F/387/P,TRAPPIST-1e,58,False,0,0,0,0,717,Verney Bradlerson,False
1956_01,Mars,False,D/68/S,TRAPPIST-1e,37,False,2765,0,1134,0,0,,False
1956_02,Mars,False,D/68/S,PSO J318.5-22,44,,708,0,5,0,74,Mesh Pread,True
1957_01,Earth,True,G/309/S,TRAPPIST-1e,25,False,0,0,0,0,0,Patoya Maynardner,False
1959_01,Europa,True,C/66/P,TRAPPIST-1e,15,False,0,0,0,0,0,Weion Exibuctich,True
1959_02,Europa,False,C/66/P,TRAPPIST-1e,40,False,0,382,0,1,3822,,False
1959_03,Europa,False,C/66/P,55 Cancri e,29,False,0,433,4899,393,260,Menchah Exibuctich,True
1960_01,Earth,True,E/122/P,TRAPPIST-1e,36,False,0,0,0,0,0,Deanny Lynnerett,True
1960_02,Earth,False,E/122/P,PSO J318.5-22,21,False,0,0,677,4,0,Joana Lynnerett,True
1961_01,Earth,False,G/315/P,TRAPPIST-1e,35,False,302,6,0,6,613,Kayne Giller,True
1962_01,Earth,False,F/390/P,TRAPPIST-1e,24,False,3,361,94,824,160,Verek Buckeenez,False
1962_02,Earth,False,G/316/P,55 Cancri e,2,False,0,0,0,0,0,Jasony Buckeenez,False
