PassengerId,Name,Sex,Age,Parch,Fare,Cabin,Embarked,Birthday,Board time,Married since,all_NA
234,"Asplund, Miss. Lillian Gertrud",female,5,2,31.3875,,S,1939-03-08,14:05:14,2022-07-31 09:18:39,
235,"Leyson, Mr. Robert William Norman",male,24,0,10.5,,S,1908-06-11,16:04:38,2022-07-19 02:30:06,
236,"Harknett, Miss. Alice Phoebe",female,,0,7.55,,S,1918-04-15,12:38:13,2022-08-07 18:51:54,
237,"Hold, Mr. Stephen",male,44,0,26.0,,S,1909-12-23,12:05:59,2022-07-23 04:09:14,
238,"Collyer, Miss. Marjorie ""Lottie""",female,8,2,26.25,,S,1911-09-26,17:32:41,2022-08-12 02:38:46,
239,"Pengelly, Mr. Frederick William",male,19,0,10.5,,S,,14:38:47,2022-08-12 09:46:18,
240,"Hunt, Mr. George Henry",male,33,0,12.275,,S,1932-04-02,13:10:36,2022-08-05 23:18:46,
241,"Zabour, Miss. Thamine",female,,0,14.4542,,C,1927-07-13,15:01:53,2022-07-21 15:44:21,
242,"Murphy, Miss. Katherine ""Kate""",female,,0,15.5,,Q,1937-04-21,14:52:21,2022-07-29 01:11:35,
243,"Coleridge, Mr. Reginald Charles",male,29,0,10.5,,S,1931-01-15,12:52:25,2022-08-03 16:53:27,
244,"Maenpaa, Mr. Matti Alexanteri",male,22,0,7.125,,S,1919-11-16,15:38:26,2022-08-06 22:47:50,
245,"Attalah, Mr. Sleiman",male,30,0,7.225,,C,1937-02-01,,2022-08-09 13:48:16,
246,"Minahan, Dr. William Edward",male,44,0,90.0,C78,Q,1915-09-11,11:09:12,2022-07-28 03:11:40,
247,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,7.775,,S,1922-07-30,11:56:46,2022-07-16 10:31:53,
248,"Hamalainen, Mrs. William (Anna)",female,24,2,14.5,,S,1905-02-28,,2022-07-28 16:31:58,
249,"Beckwith, Mr. Richard Leonard",male,37,1,52.5542,D35,S,1913-01-16,13:19:40,2022-08-09 18:45:00,
250,"Carter, Rev. Ernest Courtenay",male,54,0,26.0,,S,,18:26:54,2022-07-21 13:51:32,
251,"Reed, Mr. James George",male,,0,7.25,,S,1936-02-28,13:57:07,2022-08-13 11:44:21,
252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,10.4625,G6,S,1922-07-12,,2022-07-26 14:13:13,
253,"Stead, Mr. William Thomas",male,62,0,26.55,C87,S,1918-07-18,13:39:18,,
254,"Lobb, Mr. William Arthur",male,30,0,16.1,,S,1916-10-10,15:52:08,,
255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,2,20.2125,,S,1932-05-14,12:38:46,2022-08-07 11:41:28,
256,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29,2,15.2458,,C,1916-09-08,12:18:32,2022-07-31 08:46:28,
257,"Thorne, Mrs. Gertrude Maybelle",female,,0,79.2,,C,1919-03-20,16:39:21,,
258,"Cherry, Miss. Gladys",female,30,0,86.5,B77,S,1932-11-11,14:23:41,2022-07-18 11:23:30,
259,"Ward, Miss. Anna",female,35,0,512.3292,,C,1924-10-26,15:23:25,2022-08-12 14:06:50,
260,"Parrish, Mrs. (Lutie Davis)",female,50,1,26.0,,S,1923-02-03,18:02:53,2022-07-26 09:13:48,
261,"Smith, Mr. Thomas",male,,0,7.75,,Q,1939-12-16,12:26:53,2022-07-25 13:46:56,
262,"Asplund, Master. Edvin Rojj Felix",male,3,2,31.3875,,S,1920-08-29,12:03:06,,
263,"Taussig, Mr. Emil",male,52,1,79.65,E67,S,1905-08-23,11:21:32,2022-07-15 15:38:30,
264,"Harrison, Mr. William",male,40,0,0.0,B94,S,1936-05-29,12:13:13,2022-07-15 20:15:01,
265,"Henry, Miss. Delia",female,,0,7.75,,Q,1936-11-14,10:42:38,2022-07-30 15:09:56,
266,"Reeves, Mr. David",male,36,0,10.5,,S,1933-11-04,14:38:20,2022-07-16 10:27:10,
267,"Panula, Mr. Ernesti Arvid",male,16,1,39.6875,,S,1923-03-26,13:08:45,2022-08-04 19:38:17,
268,"Persson, Mr. Ernst Ulrik",male,25,0,7.775,,S,1924-12-27,17:46:44,2022-08-11 06:18:02,
269,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,1,153.4625,C125,S,1917-09-11,,2022-08-08 21:13:02,
270,"Bissette, Miss. Amelia",female,35,0,135.6333,C99,S,,13:11:31,2022-07-16 12:19:49,
271,"Cairns, Mr. Alexander",male,,0,31.0,,S,1916-12-19,16:48:44,2022-07-23 23:49:13,
272,"Tornquist, Mr. William Henry",male,25,0,0.0,,S,,15:54:52,2022-08-02 09:37:54,
273,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,1,19.5,,S,1913-04-02,10:57:40,2022-07-27 21:22:28,
274,"Natsch, Mr. Charles H",male,37,1,29.7,C118,C,1936-05-06,14:35:49,2022-08-10 21:07:44,
275,"Healy, Miss. Hanora ""Nora""",female,,0,7.75,,Q,1923-06-19,14:08:53,2022-08-14 00:38:23,
276,"Andrews, Miss. Kornelia Theodosia",female,63,0,77.9583,D7,S,1906-09-07,15:04:23,2022-07-24 02:57:01,
277,"Lindblom, Miss. Augusta Charlotta",female,45,0,7.75,,S,1905-04-09,17:01:12,,
278,"Parkes, Mr. Francis ""Frank""",male,,0,0.0,,S,1940-01-07,18:30:42,2022-08-01 17:52:21,
279,"Rice, Master. Eric",male,7,1,29.125,,Q,1907-02-15,12:52:59,2022-08-14 06:12:08,
280,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,20.25,,S,1905-07-08,10:41:46,2022-08-04 03:58:28,
281,"Duane, Mr. Frank",male,65,0,7.75,,Q,1938-05-23,18:34:22,,
282,"Olsson, Mr. Nils Johan Goransson",male,28,0,7.8542,,S,1904-09-17,13:17:34,2022-07-31 18:08:26,
283,"de Pelsmaeker, Mr. Alfons",male,16,0,9.5,,S,1917-04-06,14:34:29,2022-08-01 10:27:14,
284,"Dorking, Mr. Edward Arthur",male,19,0,8.05,,S,1914-03-07,10:41:49,2022-08-06 07:36:04,
285,"Smith, Mr. Richard William",male,,0,26.0,A19,S,1931-02-11,14:36:38,2022-08-06 01:20:38,
286,"Stankovic, Mr. Ivan",male,33,0,8.6625,,C,,14:08:49,2022-08-01 17:31:43,
287,"de Mulder, Mr. Theodore",male,30,0,9.5,,S,1920-06-05,,2022-07-24 20:58:18,
288,"Naidenoff, Mr. Penko",male,22,0,7.8958,,S,1923-01-15,15:29:43,2022-07-24 04:16:55,
289,"Hosono, Mr. Masabumi",male,42,0,13.0,,S,1906-06-19,12:29:42,2022-07-23 00:42:06,
290,"Connolly, Miss. Kate",female,22,0,7.75,,Q,1919-10-24,15:53:23,2022-07-20 14:02:36,
291,"Barber, Miss. Ellen ""Nellie""",female,26,0,78.85,,S,1919-05-04,16:59:14,2022-08-11 00:43:31,
292,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,0,91.0792,B49,C,1939-09-05,16:13:21,2022-07-25 18:08:49,
293,"Levy, Mr. Rene Jacques",male,36,0,12.875,D,C,1925-04-11,11:32:47,2022-07-23 11:06:08,
294,"Haas, Miss. Aloisia",female,24,0,8.85,,S,1904-05-10,11:19:46,,
295,"Mineff, Mr. Ivan",male,24,0,7.8958,,S,1934-12-20,12:44:41,2022-08-06 16:08:19,
296,"Lewy, Mr. Ervin G",male,,0,27.7208,,C,1933-01-14,12:33:22,2022-08-01 21:22:32,
297,"Hanna, Mr. Mansour",male,24,0,7.2292,,C,1931-12-18,14:52:31,2022-07-31 15:13:34,
298,"Allison, Miss. Helen Loraine",female,2,2,151.55,C22 C26,S,1914-02-03,,2022-08-08 05:38:43,
299,"Saalfeld, Mr. Adolphe",male,,0,30.5,C106,S,1936-08-24,15:38:48,2022-07-23 21:58:59,
300,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,1,247.5208,B58 B60,C,1920-10-21,13:24:43,2022-07-26 12:21:12,
301,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,7.75,,Q,1919-09-23,13:25:09,2022-07-16 02:10:03,
302,"McCoy, Mr. Bernard",male,,0,23.25,,Q,1912-08-08,12:25:27,2022-08-13 01:25:52,
303,"Johnson, Mr. William Cahoone Jr",male,19,0,0.0,,S,1925-03-21,13:40:30,,
304,"Keane, Miss. Nora A",female,,0,12.35,E101,Q,,18:39:27,2022-08-12 09:43:32,
305,"Williams, Mr. Howard Hugh ""Harry""",male,,0,8.05,,S,1920-12-18,12:46:23,2022-07-24 19:17:11,
306,"Allison, Master. Hudson Trevor",male,1,2,151.55,C22 C26,S,1908-08-11,16:26:13,2022-07-20 11:46:55,
307,"Fleming, Miss. Margaret",female,,0,110.8833,,C,1921-09-05,16:30:07,2022-07-29 17:20:10,
308,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,0,108.9,C65,C,1915-02-16,11:30:48,2022-08-09 11:10:59,
309,"Abelson, Mr. Samuel",male,30,0,24.0,,C,1917-01-08,13:26:45,2022-08-14 14:17:24,
310,"Francatelli, Miss. Laura Mabel",female,30,0,56.9292,E36,C,1936-06-03,16:21:10,2022-07-24 17:26:10,
311,"Hays, Miss. Margaret Bechstein",female,24,0,83.1583,C54,C,1912-07-05,12:48:03,2022-07-28 23:24:43,
312,"Ryerson, Miss. Emily Borie",female,18,2,262.375,B57 B59 B63 B66,C,1908-07-08,12:18:06,2022-08-03 19:21:04,
313,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,26.0,,S,1908-01-20,17:35:04,,
314,"Hendekovic, Mr. Ignjac",male,28,0,7.8958,,S,1924-03-24,11:53:13,2022-07-24 10:53:56,
315,"Hart, Mr. Benjamin",male,43,1,26.25,,S,1922-08-05,18:00:32,2022-07-16 19:04:56,
316,"Nilsson, Miss. Helmina Josefina",female,26,0,7.8542,,S,1927-02-13,15:52:07,2022-08-13 22:23:58,
317,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,0,26.0,,S,1919-03-17,,2022-07-30 05:05:56,
318,"Moraweck, Dr. Ernest",male,54,0,14.0,,S,1937-07-13,11:48:31,2022-08-04 23:56:17,
319,"Wick, Miss. Mary Natalie",female,31,2,164.8667,C7,S,1908-01-23,17:51:27,2022-08-03 05:38:11,
320,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,134.5,E34,C,1920-10-05,,2022-07-29 20:14:05,
321,"Dennis, Mr. Samuel",male,22,0,7.25,,S,1906-08-23,11:50:21,2022-08-14 19:38:32,
322,"Danoff, Mr. Yoto",male,27,0,7.8958,,S,1920-03-29,15:00:27,2022-08-09 19:57:14,
323,"Slayter, Miss. Hilda Mary",female,30,0,12.35,,Q,1908-03-23,18:22:39,2022-08-03 12:23:08,
324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,29.0,,S,1932-03-10,13:02:24,2022-08-06 10:10:00,
325,"Sage, Mr. George John Jr",male,,2,69.55,,S,1939-10-21,11:37:47,2022-08-07 21:24:21,
326,"Young, Miss. Marie Grice",female,36,0,135.6333,C32,C,1907-11-25,18:21:54,2022-08-02 12:43:02,
327,"Nysveen, Mr. Johan Hansen",male,61,0,6.2375,,S,1910-08-19,17:55:46,2022-07-22 09:55:54,
328,"Ball, Mrs. (Ada E Hall)",female,36,0,13.0,D,S,1920-03-04,,2022-08-03 06:44:28,
329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,20.525,,S,1925-10-15,14:54:57,2022-07-17 14:27:25,
330,"Hippach, Miss. Jean Gertrude",female,16,1,57.9792,B18,C,1917-01-08,,2022-07-27 14:25:28,
331,"McCoy, Miss. Agnes",female,,0,23.25,,Q,1923-01-17,13:55:34,2022-07-19 04:35:18,
332,"Partner, Mr. Austen",male,46,0,28.5,C124,S,1919-09-13,13:14:00,2022-07-27 16:19:44,
333,"Graham, Mr. George Edward",male,38,1,153.4625,C91,S,1926-06-29,11:59:46,2022-07-20 00:38:00,
334,"Vander Planke, Mr. Leo Edmondus",male,16,0,18.0,,S,1911-08-26,12:48:00,2022-08-07 03:30:27,
335,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,0,133.65,,S,1907-12-16,18:09:43,2022-08-02 13:12:11,
336,"Denkoff, Mr. Mitto",male,,0,7.8958,,S,1909-09-28,17:28:46,2022-07-17 20:46:24,
337,"Pears, Mr. Thomas Clinton",male,29,0,66.6,C2,S,1924-08-19,16:29:09,2022-07-18 22:30:14,
338,"Burns, Miss. Elizabeth Margaret",female,41,0,134.5,E40,C,1910-08-04,11:40:05,2022-08-14 14:18:17,
339,"Dahl, Mr. Karl Edwart",male,45,0,8.05,,S,,12:08:00,2022-08-08 11:35:11,
340,"Blackwell, Mr. Stephen Weart",male,45,0,35.5,T,S,1914-09-01,18:01:16,2022-07-23 08:39:52,
341,"Navratil, Master. Edmond Roger",male,2,1,26.0,F2,S,1905-12-07,13:00:46,2022-08-01 20:58:28,
342,"Fortune, Miss. Alice Elizabeth",female,24,2,263.0,C23 C25 C27,S,1924-05-03,13:15:18,2022-07-17 21:56:54,
343,"Collander, Mr. Erik Gustaf",male,28,0,13.0,,S,1918-10-05,12:23:25,2022-08-01 12:26:14,
344,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,13.0,,S,1914-05-01,17:52:26,2022-07-27 07:44:34,
345,"Fox, Mr. Stanley Hubert",male,36,0,13.0,,S,1925-10-10,,2022-07-16 14:51:54,
346,"Brown, Miss. Amelia ""Mildred""",female,24,0,13.0,F33,S,1914-01-16,17:35:40,,
347,"Smith, Miss. Marion Elsie",female,40,0,13.0,,S,1923-10-06,16:25:28,2022-08-03 14:34:19,
348,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,0,16.1,,S,,10:43:45,,
349,"Coutts, Master. William Loch ""William""",male,3,1,15.9,,S,1932-04-06,17:21:16,2022-08-07 13:14:26,
350,"Dimic, Mr. Jovan",male,42,0,8.6625,,S,1922-04-21,12:41:33,2022-07-30 16:28:28,
351,"Odahl, Mr. Nils Martin",male,23,0,9.225,,S,1934-10-07,13:59:25,2022-07-23 22:26:26,
352,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,35.0,C128,S,1926-09-14,11:57:19,,
353,"Elias, Mr. Tannous",male,15,1,7.2292,,C,1914-03-06,11:47:22,2022-07-19 09:39:18,
354,"Arnold-Franchi, Mr. Josef",male,25,0,17.8,,S,1935-04-16,11:54:56,2022-08-13 05:20:57,
355,"Yousif, Mr. Wazli",male,,0,7.225,,C,,,2022-07-25 16:12:29,
356,"Vanden Steen, Mr. Leo Peter",male,28,0,9.5,,S,1905-05-31,11:20:09,2022-07-21 22:37:34,
357,"Bowerman, Miss. Elsie Edith",female,22,1,55.0,E33,S,1931-09-16,10:43:47,2022-08-02 10:56:21,
358,"Funk, Miss. Annie Clemmer",female,38,0,13.0,,S,1913-03-27,14:12:26,2022-07-28 07:54:49,
359,"McGovern, Miss. Mary",female,,0,7.8792,,Q,1928-09-03,15:28:06,2022-08-02 10:01:30,
360,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,7.8792,,Q,1912-07-26,11:20:12,2022-08-10 13:20:49,
361,"Skoog, Mr. Wilhelm",male,40,4,27.9,,S,1928-07-15,15:11:33,2022-08-14 12:02:08,
362,"del Carlo, Mr. Sebastiano",male,29,0,27.7208,,C,1931-05-15,17:26:35,,
363,"Barbara, Mrs. (Catherine David)",female,45,1,14.4542,,C,1915-04-08,13:17:17,2022-07-30 23:56:55,
364,"Asim, Mr. Adola",male,35,0,7.05,,S,1921-01-08,13:39:36,2022-07-30 23:59:21,
365,"O'Brien, Mr. Thomas",male,,0,15.5,,Q,1925-04-21,18:28:17,,
366,"Adahl, Mr. Mauritz Nils Martin",male,30,0,7.25,,S,,16:57:14,2022-07-23 18:23:27,
367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,0,75.25,D37,C,1929-08-08,11:15:56,2022-07-29 06:24:19,
368,"Moussa, Mrs. (Mantoura Boulos)",female,,0,7.2292,,C,,11:26:06,2022-08-03 16:53:15,
369,"Jermyn, Miss. Annie",female,,0,7.75,,Q,1923-04-20,13:30:33,2022-08-05 02:05:12,
370,"Aubart, Mme. Leontine Pauline",female,24,0,69.3,B35,C,1921-01-31,,2022-07-23 15:53:22,
371,"Harder, Mr. George Achilles",male,25,0,55.4417,E50,C,1915-02-24,,2022-07-31 19:05:25,
372,"Wiklund, Mr. Jakob Alfred",male,18,0,6.4958,,S,1931-11-11,11:24:08,2022-08-14 06:04:58,
373,"Beavan, Mr. William Thomas",male,19,0,8.05,,S,1907-11-10,17:03:08,2022-08-13 00:43:06,
374,"Ringhini, Mr. Sante",male,22,0,135.6333,,C,,13:32:09,2022-07-28 05:54:15,
375,"Palsson, Miss. Stina Viola",female,3,1,21.075,,S,1923-07-27,16:55:18,2022-07-26 13:47:54,
376,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,0,82.1708,,C,1920-08-31,13:00:54,2022-08-04 18:24:30,
377,"Landergren, Miss. Aurora Adelia",female,22,0,7.25,,S,1931-12-12,12:28:45,2022-07-23 19:57:04,
378,"Widener, Mr. Harry Elkins",male,27,2,211.5,C82,C,1920-07-31,,2022-08-06 01:13:31,
379,"Betros, Mr. Tannous",male,20,0,4.0125,,C,1916-08-14,18:17:20,2022-07-28 17:46:41,
380,"Gustafsson, Mr. Karl Gideon",male,19,0,7.775,,S,1925-07-26,14:59:40,2022-07-31 03:57:10,
381,"Bidois, Miss. Rosalie",female,42,0,227.525,,C,,16:33:43,2022-07-26 04:05:08,
382,"Nakid, Miss. Maria (""Mary"")",female,1,2,15.7417,,C,1915-04-21,11:07:29,2022-07-29 19:05:58,
383,"Tikkanen, Mr. Juho",male,32,0,7.925,,S,1910-02-21,17:02:22,2022-08-13 07:37:17,
384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,0,52.0,,S,1927-08-06,,2022-08-12 10:00:35,
385,"Plotcharsky, Mr. Vasil",male,,0,7.8958,,S,1930-09-22,,2022-07-29 02:08:59,
386,"Davies, Mr. Charles Henry",male,18,0,73.5,,S,1910-08-03,12:29:55,2022-07-31 20:50:50,
387,"Goodwin, Master. Sidney Leonard",male,1,2,46.9,,S,1922-02-24,,2022-08-07 22:32:21,
388,"Buss, Miss. Kate",female,36,0,13.0,,S,1928-09-26,12:27:09,2022-08-05 09:03:19,
389,"Sadlier, Mr. Matthew",male,,0,7.7292,,Q,,11:17:27,2022-07-29 16:46:23,
390,"Lehmann, Miss. Bertha",female,17,0,12.0,,C,1913-05-10,10:52:26,,
391,"Carter, Mr. William Ernest",male,36,2,120.0,B96 B98,S,1918-11-28,10:55:29,2022-07-29 11:15:32,
392,"Jansson, Mr. Carl Olof",male,21,0,7.7958,,S,,15:13:11,2022-07-21 10:00:51,
393,"Gustafsson, Mr. Johan Birger",male,28,0,7.925,,S,1920-10-06,14:25:13,2022-07-28 23:52:26,
394,"Newell, Miss. Marjorie",female,23,0,113.275,D36,C,1905-06-02,13:23:01,2022-07-28 03:46:16,
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,2,16.7,G6,S,1904-08-10,,2022-08-08 16:22:29,
396,"Johansson, Mr. Erik",male,22,0,7.7958,,S,1930-10-13,15:31:33,,
397,"Olsson, Miss. Elina",female,31,0,7.8542,,S,1918-08-19,,2022-08-10 10:25:57,
398,"McKane, Mr. Peter David",male,46,0,26.0,,S,1909-07-25,,2022-08-03 20:07:13,
399,"Pain, Dr. Alfred",male,23,0,10.5,,S,1921-04-30,12:15:33,2022-07-25 16:45:35,
400,"Trout, Mrs. William H (Jessie L)",female,28,0,12.65,,S,,16:40:42,2022-08-13 20:56:27,
401,"Niskanen, Mr. Juha",male,39,0,7.925,,S,1938-10-29,12:16:41,2022-07-28 14:24:03,
402,"Adams, Mr. John",male,26,0,8.05,,S,,17:23:51,2022-08-13 06:38:33,
403,"Jussila, Miss. Mari Aina",female,21,0,9.825,,S,1923-01-08,11:03:49,2022-08-02 23:23:03,
404,"Hakkarainen, Mr. Pekka Pietari",male,28,0,15.85,,S,1928-03-17,13:38:13,2022-08-04 01:15:22,
405,"Oreskovic, Miss. Marija",female,20,0,8.6625,,S,1919-01-22,,2022-08-05 10:23:40,
406,"Gale, Mr. Shadrach",male,34,0,21.0,,S,1927-10-30,,2022-08-06 09:52:38,
407,"Widegren, Mr. Carl/Charles Peter",male,51,0,7.75,,S,1933-02-12,13:07:19,2022-07-18 22:57:42,
408,"Richards, Master. William Rowe",male,3,1,18.75,,S,,,,
409,"Birkeland, Mr. Hans Martin Monsen",male,21,0,7.775,,S,1916-07-05,16:04:19,2022-08-07 15:57:49,
410,"Lefebre, Miss. Ida",female,,1,25.4667,,S,1912-02-23,13:54:35,2022-07-20 01:00:42,
411,"Sdycoff, Mr. Todor",male,,0,7.8958,,S,1925-11-04,11:10:23,2022-08-08 20:27:27,
412,"Hart, Mr. Henry",male,,0,6.8583,,Q,1935-09-26,14:05:47,2022-08-11 05:01:48,
413,"Minahan, Miss. Daisy E",female,33,0,90.0,C78,Q,1912-10-08,11:37:58,2022-08-04 15:35:47,
414,"Cunningham, Mr. Alfred Fleming",male,,0,0.0,,S,1930-06-19,18:05:20,2022-07-29 01:20:30,
415,"Sundman, Mr. Johan Julian",male,44,0,7.925,,S,1936-10-31,,2022-08-12 10:45:52,
416,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,8.05,,S,1930-05-29,17:01:00,2022-08-10 16:06:59,
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,32.5,,S,1908-01-20,12:36:08,2022-08-10 18:04:38,
418,"Silven, Miss. Lyyli Karoliina",female,18,2,13.0,,S,,14:13:09,2022-08-14 19:48:45,
419,"Matthews, Mr. William John",male,30,0,13.0,,S,1927-03-05,11:28:03,2022-07-27 07:59:39,
420,"Van Impe, Miss. Catharina",female,10,2,24.15,,S,1932-02-25,15:50:58,2022-08-02 17:08:57,
421,"Gheorgheff, Mr. Stanio",male,,0,7.8958,,C,,18:37:56,,
422,"Charters, Mr. David",male,21,0,7.7333,,Q,1915-05-04,16:52:33,2022-07-28 20:35:02,
423,"Zimmerman, Mr. Leo",male,29,0,7.875,,S,1912-01-04,,2022-08-07 07:12:48,
424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,14.4,,S,1926-03-01,12:14:48,2022-07-16 13:26:16,
425,"Rosblom, Mr. Viktor Richard",male,18,1,20.2125,,S,1918-05-04,15:58:38,2022-08-11 02:28:00,
426,"Wiseman, Mr. Phillippe",male,,0,7.25,,S,1915-12-01,12:03:41,2022-07-24 23:44:38,
427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,0,26.0,,S,1937-04-11,,,
428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,26.0,,S,1919-10-15,13:39:01,2022-07-24 16:53:26,
429,"Flynn, Mr. James",male,,0,7.75,,Q,1930-01-15,16:44:52,,
430,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,8.05,E10,S,1936-12-14,,2022-08-04 01:56:21,
431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,26.55,C52,S,1911-11-19,15:47:41,2022-08-15 06:00:07,
432,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,0,16.1,,S,1918-09-19,11:58:04,2022-07-20 19:59:37,
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,0,26.0,,S,1903-07-23,13:30:49,2022-08-09 23:41:17,
434,"Kallio, Mr. Nikolai Erland",male,17,0,7.125,,S,1904-01-03,12:59:27,2022-08-08 06:12:48,
435,"Silvey, Mr. William Baird",male,50,0,55.9,E44,S,,11:58:08,2022-07-30 14:32:31,
436,"Carter, Miss. Lucile Polk",female,14,2,120.0,B96 B98,S,1922-07-01,,2022-08-04 08:03:51,
437,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,34.375,,S,1908-11-29,18:18:57,2022-07-25 13:10:10,
438,"Richards, Mrs. Sidney (Emily Hocking)",female,24,3,18.75,,S,1938-03-16,13:11:49,2022-07-22 01:27:15,
439,"Fortune, Mr. Mark",male,64,4,263.0,C23 C25 C27,S,1933-03-02,11:41:55,2022-07-22 04:28:18,
440,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,10.5,,S,1931-04-06,13:25:17,2022-07-21 14:43:14,
441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,26.25,,S,1904-04-17,15:07:55,,
442,"Hampe, Mr. Leon",male,20,0,9.5,,S,1920-04-06,11:32:26,2022-08-03 11:51:25,
443,"Petterson, Mr. Johan Emil",male,25,0,7.775,,S,,12:28:00,2022-07-21 09:53:50,
444,"Reynaldo, Ms. Encarnacion",female,28,0,13.0,,S,1913-11-09,12:38:35,2022-07-22 07:08:57,
445,"Johannesen-Bratthammer, Mr. Bernt",male,,0,8.1125,,S,1911-04-28,16:57:39,2022-08-05 13:39:05,
446,"Dodge, Master. Washington",male,4,2,81.8583,A34,S,1926-05-08,12:52:14,2022-08-03 04:33:14,
447,"Mellinger, Miss. Madeleine Violet",female,13,1,19.5,,S,1933-01-24,14:55:11,2022-07-25 04:25:04,
448,"Seward, Mr. Frederic Kimber",male,34,0,26.55,,S,1926-12-05,13:25:47,2022-08-03 11:09:25,
449,"Baclini, Miss. Marie Catherine",female,5,1,19.2583,,C,1927-10-17,16:10:04,2022-07-19 03:31:29,
450,"Peuchen, Major. Arthur Godfrey",male,52,0,30.5,C104,S,1928-02-19,15:02:19,2022-08-11 11:12:18,
451,"West, Mr. Edwy Arthur",male,36,2,27.75,,S,1910-06-29,17:42:54,2022-07-27 07:27:56,
452,"Hagland, Mr. Ingvald Olai Olsen",male,,0,19.9667,,S,,16:56:30,2022-08-09 11:38:17,
453,"Foreman, Mr. Benjamin Laventall",male,30,0,27.75,C111,C,1928-07-10,17:24:41,2022-07-25 14:48:46,
454,"Goldenberg, Mr. Samuel L",male,49,0,89.1042,C92,C,1904-05-14,11:25:30,,
455,"Peduzzi, Mr. Joseph",male,,0,8.05,,S,1907-01-05,15:37:27,2022-08-15 06:05:33,
456,"Jalsevac, Mr. Ivan",male,29,0,7.8958,,C,1917-11-24,11:43:14,2022-07-25 06:43:38,
457,"Millet, Mr. Francis Davis",male,65,0,26.55,E38,S,1914-08-17,14:12:36,2022-08-01 07:38:18,
458,"Kenyon, Mrs. Frederick R (Marion)",female,,0,51.8625,D21,S,1925-03-22,15:53:04,2022-08-07 22:35:29,
459,"Toomey, Miss. Ellen",female,50,0,10.5,,S,1906-08-08,16:36:31,2022-08-10 02:17:36,
460,"O'Connor, Mr. Maurice",male,,0,7.75,,Q,1931-09-25,15:20:50,2022-07-30 01:05:17,
461,"Anderson, Mr. Harry",male,48,0,26.55,E12,S,1926-02-06,17:15:17,2022-07-28 23:29:08,
462,"Morley, Mr. William",male,34,0,8.05,,S,1924-05-17,12:53:43,2022-07-21 10:48:53,
463,"Gee, Mr. Arthur H",male,47,0,38.5,E63,S,1919-06-10,18:26:54,2022-07-19 14:57:21,
464,"Milling, Mr. Jacob Christian",male,48,0,13.0,,S,1922-12-18,12:46:01,2022-08-06 01:06:35,
465,"Maisner, Mr. Simon",male,,0,8.05,,S,1928-08-16,15:12:51,2022-07-26 05:17:57,
466,"Goncalves, Mr. Manuel Estanslas",male,38,0,7.05,,S,,17:46:49,2022-07-23 01:44:29,
467,"Campbell, Mr. William",male,,0,0.0,,S,1939-05-12,17:57:00,2022-08-09 16:30:04,
468,"Smart, Mr. John Montgomery",male,56,0,26.55,,S,1924-07-12,14:54:04,,
